titulo,empresa,local,faixa_salarial,link,descricao,requisitos,situacao,pagina,coletado_em
Web3 Product Tester - Júnior,Panorama Block,Remoto,Não especificado,https://programathor.com.br/jobs/33662-web3-product-tester-junior,"Você irá testar a plataforma Web3 da Panorama Block, interagir com o ZICO Agent e reportar bugs, inconsistências, comportamentos inesperados ou pontos de melhoria na experiência do usuário.
Principais atividades: - Testar funcionalidades da plataforma por meio de testes manuais e exploratórios - Interagir com o ZICO Agent e avaliar a clareza e consistência das respostas - Identificar bugs funcionais, problemas de interface e fricções de UX - Documentar problemas com clareza, incluindo o que aconteceu, como reproduzir e possível impacto para o usuário - Sugerir melhorias simples de produto com base na experiência real de uso - Colaborar com o time de produto e tecnologia na validação de correções e melhorias
Esta não é uma vaga de segurança ofensiva, invasão de sistemas ou auditoria de smart contracts. O foco é teste manual, olhar de produto e clareza na comunicação dos problemas encontrados.","- Curiosidade para explorar produtos digitais - Atenção aos detalhes - Boa comunicação escrita - Capacidade de descrever problemas de forma clara e objetiva - Interesse em Web3, cripto, DeFi, fintech ou tecnologia - Acesso a computador e navegador atualizado - Disponibilidade para atuar remotamente por 20 horas por semana
Diferenciais: - Experiência com QA manual, testes de produto ou reporte de bugs - Familiaridade com wallets, dApps, plataformas DeFi ou exploradores de blockchain - Conhecimento básico de DevTools, HTML ou JavaScript
### Como se candidatar: ### Como parte do nosso processo seletivo, pedimos que os candidatos façam um teste prático rápido de 2 minutos com a plataforma da Panorama Block. Apenas candidatos que enviarem o formulário serão considerados.
Passo 1 — Acesse https://panoramablock.com e faça login Abra o app e faça login (Google/Telegram/o que estiver disponível).
Passo 2 — Faça uma pergunta ao assistente ""ZICO"" Escolha uma (ou crie a sua): ""Qual a melhor estratégia de yield para stETH hoje?"" ""Como faço para converter ETH em stablecoin?""
Passo 3 — Avalie sua experiência Envie suas respostas pelo formulário: https://forms.gle/PCFJjRBUbXRABpvW8 Em uma escala de 0 a 10, como você avaliaria sua experiência? Conte se encontrou algum bug ou travamento e o que você melhoraria.",Vencida,2,2026-09-21T18:46:25-03:00
Senior DevOps Engineer,lemon.io,Remoto,Não especificado,https://programathor.com.br/jobs/33661-senior-devops-engineer,"Are you a talented Senior DevOps looking for a remote job that lets you show your skills and get decent compensation? Look no further than Lemon.io — the marketplace that connects you with hand-picked startups in the US and Europe.
**What we offer:**
- The rate depends on your seniority level, skills and experience. We've already paid out over $11M to our engineers. - No more hunting for clients or negotiating rates — let us handle the business side of things so you can focus on what you do best. - We'll manually find the best project for you according to your skills and preferences. - Choose a schedule that works best for you. It’s possible to communicate async or minimally overlap within team working hours. - We respect your seniority so you can expect no micromanagement or screen trackers. - Communicate directly with the clients. Most of them have technical backgrounds. Sounds good, yeah? - We will support you from the time you submit the application throughout all cooperation stages. - Most of our projects involve working in a fast-paced startup environment. We hope you like it as much as we do. - Through our community, we will connect you with the best developers from more than 75 countries.","**Requirements:**
- 4+ years of experience as a DevOps Engineer - At least 3 years of experience with Python or Bash - 3+ years of experience with AWS/GCP/Microsoft Azure/Azure DevOps is required - Experience in at least 2 commercial projects using Terraform, Kubernetes or SQL is required
- Strong technical skills: as a Senior DevOps, you are expected to be able to create projects from scratch and have a deep understanding of application architecture. - Clear and effective communication in English — advanced ability to discuss business tasks, justify decisions, and communicate issues. Good self-presentation is also essential for upcoming client calls. - Strong self-organizational skills — ability to work full-time remotely with no supervision. - Reliability — we want to trust you and expect that you won’t let us and the client down. - Adaptability and Flexibility — the ability to onboard the project promptly after accepting it and start delivering results quickly.
Sounds good for you? Apply now and join the Lemon.io community!",Vencida,2,2026-09-21T18:46:30-03:00
Engenheiro de Dados - Full Stack,Grupo Virtus,São Paulo (Híbrido),Não especificado,https://programathor.com.br/jobs/33646-engenheiro-de-dados-full-stack,"Objetivo do cargo – Engenheiro de Dados Full Stack
Projetar, desenvolver e manter soluções completas de dados, atuando desde a construção e sustentação de pipelines de ingestão e transformação até o desenvolvimento de aplicações, APIs e interfaces que consumam essas informações. O profissional será responsável por garantir a qualidade, disponibilidade, segurança e escalabilidade dos dados, apoiando a tomada de decisão e o desenvolvimento de produtos, por meio da integração entre engenharia de dados, desenvolvimento de software e boas práticas de arquitetura.
Responsabilidades Mapear e integrar fontes de dados internas e externas. Criar, manter e otimizar pipelines de dados. Desenvolver integrações via APIs, webhooks e automações. Estruturar bases confiáveis para análise e BI. Realizar processos de ETL e ELT. Garantir qualidade, consistência e rastreabilidade dos dados. Automatizar rotinas manuais relacionadas a dados. Apoiar áreas de negócio na definição e uso de indicadores. Documentar fluxos, regras de negócio e integrações. Monitorar falhas, inconsistências e atrasos em cargas de dados. Apoiar iniciativas de IA, automação e melhoria operacional.","Requisitos Experiência com engenharia de dados, desenvolvimento ou integrações. Conhecimento sólido em SQL. Experiência com ETL/ELT e modelagem de dados. Conhecimento em APIs REST, webhooks e integrações entre sistemas. Experiência com Python, JavaScript ou Node.js. Conhecimento em bancos de dados relacionais. Experiência com data warehouse, como BigQuery, Redshift, Snowflake ou similar. Experiência com ferramentas de automação como N8N, Make, Airflow ou similares. Capacidade de documentar soluções técnicas. Boa comunicação com áreas técnicas e áreas de negócio. Experiência com versionamento de código usando Git. Conhecimento em Docker.
Requisitos desejáveis Experiência com Hotmart, CRM, Monday, Pipedrive, Pipefy, RD Station, HubSpot ou ferramentas similares. Conhecimento em ferramentas de BI como Power BI, Looker Studio, Metabase ou Tableau. Conhecimento em orquestração de pipelines. Experiência com Airflow, Prefect, Dagster ou similares. Conhecimento em Data Lake, Data Warehouse e Data Mart. Experiência com governança de dados. Conhecimento em LGPD. Noções de IA, embeddings, RAG ou automações inteligentes. Experiência com monitoramento e observabilidade de pipelines.",Vencida,2,2026-09-21T18:46:36-03:00
Especialista em I.A e Automações,Grupo Virtus,São Paulo (Híbrido),Não especificado,https://programathor.com.br/jobs/33647-especialista-em-i-a-e-automacoes,"Objetivo do cargo – Especialista em IA e Automações
Desenvolver, implementar e otimizar soluções baseadas em Inteligência Artificial e automações para aumentar a eficiência operacional, reduzir atividades manuais e impulsionar a inovação nos processos da empresa. O profissional será responsável por identificar oportunidades de automação, integrar diferentes sistemas e ferramentas, criar fluxos inteligentes utilizando IA generativa e outras tecnologias, além de garantir a escalabilidade, segurança e governança das soluções implementadas, contribuindo para a transformação digital e a geração de valor para o negócio.
Responsabilidades da vaga Criar automações com IA para áreas internas. Desenvolver agentes de IA para atendimento, triagem e suporte. Integrar ferramentas internas com modelos de IA. Criar fluxos no N8N com IA. Automatizar leitura, resumo e classificação de informações. Apoiar áreas na criação de soluções práticas com IA. Prototipar MVPs de IA. Documentar automações e integrações. Criar padrões técnicos para uso de IA. Apoiar treinamentos práticos para os times. Medir ganho de tempo e redução de esforço manual.","Requisitos técnicos da vaga
Obrigatórios
Experiência prática com IA Generativa. Experiência com APIs de LLMs, como OpenAI, Gemini, Claude ou similares. Conhecimento em automação com N8N, Make, Zapier ou ferramentas similares. Conhecimento em RAG. Experiência com LangChain, LlamaIndex ou frameworks similares. Conhecimento em Python e JavaScript. Noções de banco de dados. Experiência com integração via API e Webhooks. Conhecimento em prompts estruturados. Capacidade de criar agentes, assistentes ou copilotos. Capacidade de documentar soluções técnicas. Boa comunicação com áreas de negócio. Experiência com segurança, LGPD e governança de dados.
Desejáveis
Conhecimento em embeddings. Conhecimento em bancos vetoriais. Experiência com WhatsApp API. Experiência com CRM, plataformas de atendimento ou ferramentas de marketing. Conhecimento em BigQuery, GCP ou pipelines de dados.",Vencida,2,2026-09-21T18:46:42-03:00
Desenvolvedor(a) Full Stack – React + Node/Python | 100% Remoto,Fdias Tecnologia,Remoto,Não especificado,https://programathor.com.br/jobs/33583-desenvolvedor-a-full-stack-react-node-python-100-remoto,"Buscamos um profissional com boa autonomia técnica, experiência prática em produção e que goste de participar das decisões técnicas do projeto.
O que esperamos? Experiência prática em projetos web em produção Capacidade de atuar tanto no front-end quanto no back-end Experiência no desenvolvimento de APIs e integrações Organização de código e preocupação com qualidade Colaboração com o time técnico na evolução das soluções","Tecnologias principais Front-end: React Back-end: Node.js ou Python Banco de dados relacionais (PostgreSQL / MySQL)
Diferenciais: Experiência com AWS Uso de Docker Experiência com CI/CD Experiência com IDEs com IA (Cursor, Copilot ou similares)",Vencida,2,2026-09-21T18:46:48-03:00
Analista Back End,Omnion Produtos,Remoto,Não especificado,https://programathor.com.br/jobs/33587-analista-back-end,"· Desenvolver, manter e evoluir sistemas, APIs e integrações. · Projetar e implementar serviços escaláveis e de alta disponibilidade. · Construir e manter estruturas de banco de dados alinhadas às necessidades das aplicações. · Garantir qualidade de código por meio de boas práticas e padrões de desenvolvimento. · Realizar testes, validações e revisões de código (code review). · Atuar na identificação e resolução de bugs e incidentes críticos. · Otimizar performance de sistemas e consultas a banco de dados. · Garantir segurança das aplicações (autenticação, autorização, proteção de dados). · Trabalhar em conjunto com equipes de front-end, dados, produto e demais áreas. · Traduzir necessidades de negócio em soluções técnicas eficientes. · Participar da definição de arquitetura de sistemas quando aplicável. · Apoiar a evolução contínua das aplicações e infraestrutura. · Documentar códigos, APIs e processos técnicos.","Linguagens de programação (ex: Node.js, Java, Python, etc.) APIs REST Banco de dados (SQL/NoSQL) Versionamento (Git) Testes (unitários/integrados) Arquitetura de sistemas Segurança de aplicações Performance e escalabilidade Linguagem C#",Vencida,2,2026-09-21T18:46:54-03:00
Full-stack Engineer Python + AI Agent,STRIDER,Remoto,Até R$18.000,https://programathor.com.br/jobs/33588-full-stack-engineer-python-ai-agent,"Work closely with the founder and customers to shape the core elements of the product vision, building the systems that power our AI agents across the full stack Build and ship production features end-to-end across the full stack (frontend, backend, infrastructure) Design scalable backend systems in Python to handle complex, multi-step workflows Develop intuitive, well-crafted interfaces using React and Next.js Integrate AI tools, LLMs, and agent frameworks into production systems Contribute to architectural decisions that balance immediate delivery with long-term scalability Debug complex issues across the stack — from frontend rendering to distributed system failures Engage with product thinking — challenge assumptions, propose improvements, and understand the intent behind what's being built","Must-haves 5+ years of full-stack development experience Experience building an AI Agent Experience with Next.js and React on the front-end Experience with Python on the back-end Experience deploying and integrating LLMs, agent frameworks, or similar AI tooling in production environments Experience with AWS and/or GCP Experience owning production software at a company where engineers actively ship code Proficiency with back-end system design for complex, multi-step workflows Ability to take ambiguous problems and independently define a clear technical approach Ability to make architectural tradeoffs and articulate the reasoning behind them Deep understanding of system scalability and what breaks at each order of magnitude Strong communication skills in both spoken and written English
Nice-to-haves Startup experience Public links to live products, GitHub repos, or anything tangible Bachelor's Degree in Computer Engineering, Computer Science, or equivalent",Vencida,2,2026-09-21T18:47:00-03:00
Python AI Engineer (USD-based pay),STRIDER,Remoto,Não especificado,https://programathor.com.br/jobs/33730-python-ai-engineer-usd-based-pay,"What they'll work on
Build AI features into our existing products, creating AI workflows that improve automation across data extraction and processing Own the application of AI to QA/QC processes, setting strategy and iterating with the Data team to strengthen data quality and integrity Integrate LLMs and AI agents into production software, applying tool use and other techniques to get the most out of the models Work with the Data team on datasets for evaluation, in-context learning (ICL), and related applications Act as the domain bridge between civil/transportation engineering knowledge and AI capabilities, judging whether model outputs meet real-world infrastructure standards Direct AI image recognition and computer vision approaches for infrastructure asset data extraction, validating outputs against domain benchmarks Assess third-party AI tools, APIs, and foundation models against our use cases, weighing build vs. buy tradeoffs with Engineering Partner with the Research team on prompting techniques, model capabilities, and domain adaptation Prototype concepts and turn technical findings into actionable product decisions Collaborate with the Engineering, Data, and Research teams to build repeatable processes","Must-haves 3+ years of software or data engineering experience Experience building AI features in production software: LLM integrations, AI agents, RAG, agentic workflows Experience with Python Experience with Snowflake Experience with SQL, PostgreSQL Experience building data pipelines and ETL processes Experience working with datasets and data processing Experience shipping AI features into existing products, not only greenfield projects Experience with RESTful APIs and back-end concepts sufficient to prototype, test, and evaluate integrations Ability to retrieve and store data safely through a back-end Deep knowledge of core computer science topics (e.g., optimization, algorithms, etc.) Strong communication skills in both spoken and written English
Nice-to-haves Startup experience Experience with LLM APIs and foundation model providers (e.g., OpenAI, Claude, etc.) Experience with agentic workflows and AI agent frameworks (e.g., LangChain, etc.) Experience with Databricks Experience with RAG and vector databases (e.g., Pinecone, Weaviate, etc.) Experience with computer vision or AI image recognition, including at a prototyping level Experience with cloud services, particularly AWS (e.g., S3, Lambda, etc.) Proficiency with prompt engineering Exposure to civil engineering, transportation infrastructure, or geospatial data to critically evaluate AI outputs in these domains and communicate credibly with domain experts Bachelor's Degree in Computer Engineering, Computer Science, or equivalent",Vencida,3,2026-09-21T18:47:06-03:00
Product Engineer - Node.js + Python + React/Next.js (USD-based pay) (Seniority: 5–8 years),STRIDER,Remoto,Não especificado,https://programathor.com.br/jobs/33731-product-engineer-node-js-python-react-next-js-usd-based-pay-seniority-5-8-years,"What they'll work on Own the architecture of your domain end to end: data modeling, API design, cloud infrastructure, and CI/CD Build and release full-stack features spanning front-end, back-end, and infrastructure Develop production AI agents with sessions that stay open for weeks, per-turn context assembly, database-writing tool calls, persistent memory, and runtime redirection by non-engineers without code changes Expand the evaluation systems that track whether those agents improve or regress, keeping the harness trustworthy enough for the metrics to carry meaning Develop hybrid matching and search: parallel sparse and dense retrieval, reranking, recency handling, and looping real usage signals back into scoring Create the interfaces layered on top: streaming chat surfaces, admin and operator consoles, and several whitelabeled deployments delivered from one build Own the DevOps lifecycle: containerization, deployment pipelines, monitoring, and cloud environments, including one regulated setup where third-party APIs are off-limits Design, ship, and run MCP servers to integrate legacy systems and gradually retire them Define and enforce standards for code quality, security, performance, and tenant isolation in a SOC 2 Type 2 certified environment where certain deployments face stricter requirements Partner with product and leadership on build-vs-buy calls, technical risk, and architectural direction Stay connected to the people using the product and own whether the work actually landed Our Stack: TypeScript, Next.js, React, tRPC, Postgres with Drizzle, Tailwind and a shadcn-based design system, Python, AWS, Pulumi, SST, Docker, Qdrant, Bedrock, Turborepo, pnpm, Vitest, Playwright","Must-haves 5+ years of software development experience Experience owning at least one system in production Experience with React, Next.js Experience with Node.js Experience with Python Experience with Postgres Experience with AWS, including regulated or restricted environments requiring self-hosted services Experience building LLM applications (e.g., tool-using agents, retrieval and reranking, context management, long-running sessions) Experience evaluating AI systems (e.g., deterministic checks, LLM judges, threshold calibration) Experience with DevOps practices (e.g., CI/CD pipelines, containerization, infrastructure as code with Docker, Terraform, Pulumi, SST, etc.) Experience shipping products that real users rely on, with a clear account of post-launch outcomes Proficiency with AI-assisted development workflows (e.g., Claude Code) and informed views on their strengths and limits Ability to make UX and product calls on problems that arrive without a spec or a mockup Ability to tell a broken evaluation harness apart from an underperforming model Deep knowledge of production-grade system design and the failure modes that surface at scale Deep understanding of system-wide visibility (e.g., cloud services, security, service dependencies, observability) Strong communication skills in both spoken and written English
Nice-to-haves Startup experience Experience designing, building, and operating MCP servers Experience with regulated cloud environments (e.g. AWS GovCloud) Experience with data pipelines or ML infrastructure Experience with multi-tenant or whitelabeled products Background in workforce development or edtech platforms Bachelor's Degree in Computer Engineering, Computer Science, or equivalent",Vencida,3,2026-09-21T18:47:11-03:00
Desenvolvedor Fullstack,Volix,São Paulo (Híbrido),Não especificado,https://programathor.com.br/jobs/33577-desenvolvedor-fullstack,"Sobre a posição:
Buscamos um Fullstack Sênior para atuar em toda a stack do produto — desde interfaces React de alta performance até APIs robustas em Django — com forte viés em qualidade de software, observabilidade e testes de carga. Você vai trabalhar próximo do time de produto e infraestrutura, influenciando decisões de arquitetura e cultivando boas práticas de engenharia.
Responsabilidades:
Desenvolver e manter features end-to-end, do frontend React à API Django Modelar e otimizar consultas em PostgreSQL com foco em performance Criar e manter dashboards de observabilidade no Grafana Escrever e analisar testes de carga com k6 em pipelines de CI Conduzir code reviews com foco em qualidade, segurança e manutenibilidade Contribuir para decisões de arquitetura e definição de padrões técnicos Mentorar desenvolvedores júnior e pleno do time Colaborar com produto e design no refinamento de requisitos","Stack Técnica:
React Hooks · Context / Zustand · React Query · TypeScript · Vite Python · Django DRF · Django ORM · Celery · PostgreSQL · Redis Grafana Dashboards · Alerting · Loki · Prometheus · Tempo k6 Testes de carga · Scripts JS · Análise de resultados · CI integration
Perfil esperado:
Orientado a qualidade - Escreve testes, documenta decisões e não deixa débitos técnicos acumularem sem visibilidade. Data- driven - Usa métricas e logs para tomar decisões - não apenas feeling. Sabe ler um painel de Grafana e agir Comunicativo Consegue explicar tradeoffs técnicos para stakeholders não-técnicos sem perder precisão. Dono do produto Pensa além do ticket: considera impacto no usuário, escalabilidade e o que acontece quando a feature cresce.",Vencida,3,2026-09-21T18:47:17-03:00
AI Engineer - Presencial SP,Pareto,São Paulo (Presencial),Até R$12.000,https://programathor.com.br/jobs/33567-ai-engineer-presencial-sp,"Estamos em busca de um AI Engineer Pleno para desenvolver e implementar soluções de inteligência artificial em um projeto de automação de tarefas. Você será responsável por criar agentes inteligentes, desenvolver modelos de NLP para processamento de documentos, implementar sistemas de OCR avançados e integrar LLMs em workflows de automação. Você terá a oportunidade de aplicar as mais modernas técnicas de IA em um projeto de alto impacto que visa automatizar processos críticos de uma operação presente em 4.500 cidades no Brasil.","- Experiência sólida com desenvolvimento de soluções de IA - Conhecimento em Machine Learning e frameworks (Scikit-learn, TensorFlow ou PyTorch) - Experiência prática com LLMs (GPT, Claude, Llama) e prompt engineering - Uso proficiente de OpenClaw e/ou Claude Code
- Conhecimento em NLP (Natural Language Processing) e bibliotecas (spaCy, NLTK, Transformers) - Experiência com APIs de IA (OpenAI, Anthropic, Hugging Face) - Conhecimento em RAG (Retrieval-Augmented Generation) - Experiência com processamento de texto e documentos - Git e boas práticas de desenvolvimento - Conhecimento básico de bancos de dados (SQL) - Capacidade de ler e implementar papers técnicos de IA",Vencida,3,2026-09-21T18:47:22-03:00
AI Engineer - Remoto,Pareto,Remoto,Até R$10.000,https://programathor.com.br/jobs/33568-ai-engineer-remoto,"Estamos em busca de um AI Engineer Pleno para desenvolver e implementar soluções de inteligência artificial em um projeto de automação de tarefas. Você será responsável por criar agentes inteligentes, desenvolver modelos de NLP para processamento de documentos, implementar sistemas de OCR avançados e integrar LLMs em workflows de automação. Você terá a oportunidade de aplicar as mais modernas técnicas de IA em um projeto de alto impacto que visa automatizar processos críticos de uma operação presente em 4.500 cidades no Brasil.","- Experiência sólida com desenvolvimento de soluções de IA - Conhecimento em Machine Learning e frameworks (Scikit-learn, TensorFlow ou PyTorch) - Experiência prática com LLMs (GPT, Claude, Llama) e prompt engineering - Uso proficiente de OpenClaw e/ou Claude Code
- Conhecimento em NLP (Natural Language Processing) e bibliotecas (spaCy, NLTK, Transformers) - Experiência com APIs de IA (OpenAI, Anthropic, Hugging Face) - Conhecimento em RAG (Retrieval-Augmented Generation) - Experiência com processamento de texto e documentos - Git e boas práticas de desenvolvimento - Conhecimento básico de bancos de dados (SQL) - Capacidade de ler e implementar papers técnicos de IA",Vencida,3,2026-09-21T18:47:28-03:00
Senior Full-stack React & Python Developer,lemon.io,Remoto,Acima de R$18.000,https://programathor.com.br/jobs/33564-senior-full-stack-react-python-developer,"Are you a talented Senior Developer looking for a remote job that lets you show your skills and get decent compensation? Look no further than Lemon.io — the marketplace that connects you with hand-picked startups in the US and Europe.
**What we offer:**
- The rate depends on your seniority level, skills and experience. We've already paid out over $11M to our engineers. - No more hunting for clients or negotiating rates — let us handle the business side of things so you can focus on what you do best. - We'll manually find the best project for you according to your skills and preferences. - Choose a schedule that works best for you. It’s possible to communicate async or minimally overlap within team working hours. - We respect your seniority so you can expect no micromanagement or screen trackers. - Communicate directly with the clients. Most of them have technical backgrounds. Sounds good, yeah? - We will support you from the time you submit the application throughout all cooperation stages. - Most of our projects involve working in a fast-paced startup environment. We hope you like it as much as we do. - Through our community, we will connect you with the best developers from more than 75 countries.","### **Requirements for the Senior React & Python Position:**
- 4+ years of software development experience.
Commercial experience:
- React.js 3+ years & Python 3+ years OR React.js 2+ years & Python 5+ years OR React.js 5+ years & Python 2+ years - Experience with AWS, GCP, or Azure is required.
**Other requirements:**
- Strong technical skills: as a Senior Developer, you are expected to be able to create projects from scratch and have a deep understanding of application architecture. - Clear and effective communication in English — advanced ability to discuss business tasks, justify decisions, and communicate issues. Good self-presentation is also essential for upcoming client calls. - Strong self-organizational skills — ability to work full-time remotely with no supervision. - Reliability — we want to trust you and expect that you won’t let us and the client down. - Adaptability and Flexibility — the ability to onboard the project promptly after accepting it and start delivering results quickly.
NOT YOUR TECH STACK? We have a variety of projects, so if you have 4+ years of commercial software development experience and are proficient in AI Agent Architecture, AI Automation Architecture, AI Engineering, Site Reliability Engineering, Platform Engineering, React & Golang, React & Java, React & Ruby, PHP & Vue, Vue & Node.js, React & .NET, Android & iOS, Blockchain (Ethereum/Ethers.js/Wagmi/Viem/Solana), Angular & Node.js, Vue & .NET, Python & Vue, DevOps with Azure DevOps, MLOps, Data Science, Angular & PHP, Angular & .NET, Symfony & React, Symfony & Vue, Symfony & Angular, Symfony & JavaScript & Next.js & TypeScript, Data Analysis, React & PHP, Data Engineering, Project Management, React Native & Node, Data Annotation, React & Node.js, Svelte & Python, Svelte & Node.js, Svelte & TypeScript, Rust, Shopify & JavaScript, Vue & Nuxt, PHP & Laravel, UI/UX Design, Animation, Graphic Design, React & Node & React Native, .NET & C#, Unreal Engine & C++, Python & LLM, Unity, or Machine Learning Engineering, we would be happy to connect with you and match you with a project that fits your experience.",Vencida,3,2026-09-21T18:47:34-03:00
Desenvolvedor(a) Fullstack (Python),Tributo Devido,Florianópolis (Presencial),Até R$10.000,https://programathor.com.br/jobs/33569-desenvolvedor-a-fullstack-python,"Buscamos alguém versátil, com capacidade de transitar entre diferentes frentes — backend, frontend, integrações, automações — sem depender de um caminho único. Valorizamos autonomia, curiosidade técnica e capacidade de resolver problemas de ponta a ponta.","Requisitos obrigatórios
Python — Experiência sólida no desenvolvimento de aplicações
Django ou FastAPI — Experiência com pelo menos um dos frameworks para desenvolvimento web
PostgreSQL — Modelagem, queries e otimização em bancos relacionais
JavaScript / HTML / CSS — Desenvolvimento frontend e integração com backend
Git — Controle de versão e boas práticas de versionamento
APIs REST — Desenvolvimento, consumo e documentação
Mensageria — Experiência com filas e processamento assíncrono (RabbitMQ, Celery, Kafka ou similares)
Requisitos desejáveis
React — Desenvolvimento de interfaces com componentes
Tailwind / Bootstrap — Frameworks CSS para prototipação e responsividade
AWS — Serviços essenciais (EC2, S3, RDS, Lambda)
Monitoramento — Logs, métricas e observabilidade (Sentry, Grafana, CloudWatch)
Bancos NoSQL — Redis, MongoDB ou DynamoDB
Diferenciais
Ferramentas de IA para desenvolvimento — Utilização avançada de assistentes de código como Claude Code, Cursor, GitHub Copilot ou similares para acelerar o fluxo de trabalho
Noções de Machine Learning — Integração de modelos e uso de APIs de IA
Automações web / RPAs — Experiência com web scraping, bots e automação de processos (Selenium, Playwright ou similares)
Contribuições em projetos open source",Vencida,3,2026-09-21T18:47:40-03:00
Engenheiro(a) de Dados - Sênior,Company Hero,São Paulo (Híbrido),Até R$12.000,https://programathor.com.br/jobs/33561-engenheiro-a-de-dados-senior,"Responsabilidades e atribuições
Definir a estratégia de engenharia de dados, alinhando as necessidades de negócio com a arquitetura de dados da plataforma. Projetar e validar a arquitetura Medallion, garantindo escalabilidade, segurança e robustez dos pipelines. Tomar decisões técnicas estratégicas sobre uso e integração de ferramentas como Cloud Run, GKE, BigQuery, dbt, Airbyte, Cloud Storage e Pub/Sub. Projetar, desenvolver e otimizar pipelines de dados utilizando Cloud Run (Python), Airflow e dbt. Fornecer mentoria técnica ao time, conduzindo revisões de código e disseminando boas práticas. Atuar como interface entre stakeholders técnicos e de negócio, traduzindo requisitos em soluções técnicas eficientes. Garantir qualidade e governança dos dados, implementando monitoramento e alertas proativos.","Requisitos e qualificações
Profundo conhecimento e experiência com Python, ETL e pipelines de dados complexos. Expertise em GCP: BigQuery, Cloud Storage, Cloud Run, GKE e Pub/Sub. Sólida experiência com dbt para transformação e orquestração de dados. Domínio de arquitetura Medallion e práticas de versionamento e esteira de CI/CD (GitHub). Experiência comprovada em implementação de projetos de engenharia de dados end-to-end. Experiência em integração e comunicação com áreas de negócio. Uso estruturado de IA no processo de desenvolvimento como parte do fluxo de trabalho: planejamento, escrita de código, revisão e documentação. Buscamos alguém que já incorporou IA como alavanca de produtividade
Não é obrigatório, mas será muito legal se você tiver:
Curiosidade genuinamente estrutural, quem se destaca aqui não espera o problema chegar, vai ativamente atras de como as coisas funcionam, por que falham e como podem ser melhores. Habilidade para identificar oportunidades de automação e inovação nos pipelines de dados. Capacidade de conduzir apresentações e relatórios estratégicos para a liderança. Conhecimentos em segurança e governança de dados. Vivência em ambientes ágeis e cultura DevOps.",Vencida,3,2026-09-21T18:47:46-03:00
DESENVOLVEDOR(A) FULL STACK PLENO,Solidy Benefícios,Aparecida de Goiânia (Presencial),Não especificado,https://programathor.com.br/jobs/33555-desenvolvedor-a-full-stack-pleno,"Desenvolver soluções completas (end-to-end), desde banco de dados até interface do usuário; Criar e manter APIs e sistemas backend utilizando Node.js; Desenvolver interfaces frontend utilizando React; Trabalhar com TypeScript para tipagem e segurança do código; Desenvolver scripts e automações utilizando Python; Realizar modelagem, manutenção e otimização de bancos de dados MySQL/PostgreSQL; Utilizar ferramentas de IA como apoio no desenvolvimento (Cursor, GitHub Copilot, Claude, entre outros); Tomar decisões técnicas com autonomia; Garantir desenvolvimento de códigos funcionais, organizados e legíveis; Realizar integrações entre sistemas e aplicações; Participar de entregas completas, desde estruturação até implementação final; Realizar deploy de aplicações (Vercel, Railway, VPS, Docker); Trabalhar com autenticação, permissões e boas práticas de segurança; Estimar prazos e garantir cumprimento das entregas; Comunicar andamento, dificuldades e entregas de forma clara e objetiva.","Habilidade Técnica Conhecimento em Python - Intermediário Domínio em TypeScript, Node.js (Express) e React.js - Intermediário Noções de Appwrite - Intermediário Linguagem SQL - Intermediário",Vencida,3,2026-09-21T18:47:51-03:00
Desenvolvedor(a) Python (PDV / Sistemas Comerciais + Dados),DIAS AUTOMAÇÃO COMERCIAL,SAO PAULO (Híbrido),Não especificado,https://programathor.com.br/jobs/33548-desenvolvedor-a-python-pdv-sistemas-comerciais-dados,"Desenvolver e manter funcionalidades do sistema PDV Modelar e otimizar banco de dados SQLite Implementar regras de negócio (vendas, estoque, relatórios) Criar rotinas de análise de dados Integrar recursos de IA para geração de insights e relatórios Participar de decisões técnicas e de arquitetura Trabalhar com Git e boas práticas de código","Experiência sólida com Python Bons conhecimentos em SQL / SQLite Experiência com sistemas comerciais, PDV, ERP ou estoque Boa organização de código e lógica de programação Autonomia e senso de responsabilidade Pandas e análise de dados Noções de Machine Learning (Scikit-learn) FastAPI, Flask, PyQt, PySide ou Tkinter Integração com APIs de IA (ex: OpenAI) Vivência com varejo alimentar",Vencida,3,2026-09-21T18:47:57-03:00
